,excluded_column,imbalanced_approach,imbalanced_input,scaler,learning_rate_init,alpha,batch_size,hidden_layer_sizes,activation,solver,prediction_threshold,duration,f1_score
1367,wear_torque_air_temp,class_weights,1,power,0.01,0.01,256,"(16, 8)",tanh,lbfgs,0.88,5.0,51.0
1368,wear_torque_air_temp,class_weights,1,power,0.001,0.001,16,"(128, 64, 32)",relu,adam,0.88,7.0,64.0
1369,wear_torque_air_temp,class_weights,1,power,0.001,0.001,16,"(128, 64, 32)",relu,sgd,0.75,28.0,64.0
1370,wear_torque_air_temp,class_weights,1,power,0.001,0.001,16,"(128, 64, 32)",relu,lbfgs,0.09999999999999999,93.0,64.0
1371,wear_torque_air_temp,class_weights,1,power,0.001,0.001,16,"(128, 64, 32)",tanh,adam,0.68,8.0,54.0
1372,wear_torque_air_temp,class_weights,1,power,0.001,0.001,16,"(128, 64, 32)",tanh,sgd,0.73,30.0,59.0
1373,wear_torque_air_temp,class_weights,1,power,0.001,0.001,16,"(128, 64, 32)",tanh,lbfgs,0.13,32.0,63.0
1374,wear_torque_air_temp,class_weights,1,power,0.001,0.001,64,"(128, 64, 32)",relu,adam,0.79,3.0,56.0
1375,wear_torque_air_temp,class_weights,1,power,0.001,0.001,64,"(128, 64, 32)",relu,sgd,0.78,13.0,61.0
1376,wear_torque_air_temp,class_weights,1,power,0.001,0.001,64,"(128, 64, 32)",relu,lbfgs,0.09999999999999999,92.0,64.0
1377,wear_torque_air_temp,class_weights,1,power,0.001,0.001,64,"(128, 64, 32)",tanh,adam,0.87,7.0,69.0
1378,wear_torque_air_temp,class_weights,1,power,0.001,0.001,64,"(128, 64, 32)",tanh,sgd,0.85,21.0,63.0
1379,wear_torque_air_temp,class_weights,1,power,0.001,0.001,64,"(128, 64, 32)",tanh,lbfgs,0.13,32.0,63.0
1380,wear_torque_air_temp,class_weights,1,power,0.001,0.001,256,"(128, 64, 32)",relu,adam,0.81,2.0,63.0
1381,wear_torque_air_temp,class_weights,1,power,0.001,0.001,256,"(128, 64, 32)",relu,sgd,0.81,9.0,60.0
1382,wear_torque_air_temp,class_weights,1,power,0.001,0.001,256,"(128, 64, 32)",relu,lbfgs,0.09999999999999999,93.0,64.0
1383,wear_torque_air_temp,class_weights,1,power,0.001,0.001,256,"(128, 64, 32)",tanh,adam,0.81,4.0,57.0
1384,wear_torque_air_temp,class_weights,1,power,0.001,0.001,256,"(128, 64, 32)",tanh,sgd,0.8300000000000001,18.0,59.0
1385,wear_torque_air_temp,class_weights,1,power,0.001,0.001,256,"(128, 64, 32)",tanh,lbfgs,0.13,33.0,63.0
1386,wear_torque_air_temp,class_weights,1,power,0.01,0.001,16,"(128, 64, 32)",relu,adam,0.7000000000000001,9.0,71.0
1387,wear_torque_air_temp,class_weights,1,power,0.01,0.001,16,"(128, 64, 32)",relu,sgd,0.6900000000000001,32.0,64.0
1388,wear_torque_air_temp,class_weights,1,power,0.01,0.001,16,"(128, 64, 32)",relu,lbfgs,0.09999999999999999,92.0,64.0
1389,wear_torque_air_temp,class_weights,1,power,0.01,0.001,16,"(128, 64, 32)",tanh,adam,0.87,24.0,55.0
1390,wear_torque_air_temp,class_weights,1,power,0.01,0.001,16,"(128, 64, 32)",tanh,sgd,0.86,35.0,54.0
1391,wear_torque_air_temp,class_weights,1,power,0.01,0.001,16,"(128, 64, 32)",tanh,lbfgs,0.13,31.0,63.0
1392,wear_torque_air_temp,class_weights,1,power,0.01,0.001,64,"(128, 64, 32)",relu,adam,0.89,9.0,67.0
1393,wear_torque_air_temp,class_weights,1,power,0.01,0.001,64,"(128, 64, 32)",relu,sgd,0.77,14.0,63.0
1394,wear_torque_air_temp,class_weights,1,power,0.01,0.001,64,"(128, 64, 32)",relu,lbfgs,0.09999999999999999,90.0,64.0
1395,wear_torque_air_temp,class_weights,1,power,0.01,0.001,64,"(128, 64, 32)",tanh,adam,0.88,10.0,62.0
1396,wear_torque_air_temp,class_weights,1,power,0.01,0.001,64,"(128, 64, 32)",tanh,sgd,0.87,20.0,71.0
1397,wear_torque_air_temp,class_weights,1,power,0.01,0.001,64,"(128, 64, 32)",tanh,lbfgs,0.13,32.0,63.0
1398,wear_torque_air_temp,class_weights,1,power,0.01,0.001,256,"(128, 64, 32)",relu,adam,0.89,2.0,63.0
1399,wear_torque_air_temp,class_weights,1,power,0.01,0.001,256,"(128, 64, 32)",relu,sgd,0.8400000000000001,7.0,65.0
1400,wear_torque_air_temp,class_weights,1,power,0.01,0.001,256,"(128, 64, 32)",relu,lbfgs,0.09999999999999999,92.0,64.0
1401,wear_torque_air_temp,class_weights,1,power,0.01,0.001,256,"(128, 64, 32)",tanh,adam,0.64,3.0,60.0
1402,wear_torque_air_temp,class_weights,1,power,0.01,0.001,256,"(128, 64, 32)",tanh,sgd,0.74,12.0,54.0
1403,wear_torque_air_temp,class_weights,1,power,0.01,0.001,256,"(128, 64, 32)",tanh,lbfgs,0.13,32.0,63.0
1404,wear_torque_air_temp,class_weights,1,power,0.001,0.01,16,"(128, 64, 32)",relu,adam,0.8400000000000001,7.0,63.0
1405,wear_torque_air_temp,class_weights,1,power,0.001,0.01,16,"(128, 64, 32)",relu,sgd,0.74,32.0,66.0
1406,wear_torque_air_temp,class_weights,1,power,0.001,0.01,16,"(128, 64, 32)",relu,lbfgs,0.16,87.0,67.0
1407,wear_torque_air_temp,class_weights,1,power,0.001,0.01,16,"(128, 64, 32)",tanh,adam,0.77,11.0,64.0
1408,wear_torque_air_temp,class_weights,1,power,0.001,0.01,16,"(128, 64, 32)",tanh,sgd,0.8400000000000001,33.0,56.0
1409,wear_torque_air_temp,class_weights,1,power,0.001,0.01,16,"(128, 64, 32)",tanh,lbfgs,0.21000000000000002,31.0,67.0
1410,wear_torque_air_temp,class_weights,1,power,0.001,0.01,64,"(128, 64, 32)",relu,adam,0.8300000000000001,3.0,60.0
1411,wear_torque_air_temp,class_weights,1,power,0.001,0.01,64,"(128, 64, 32)",relu,sgd,0.78,13.0,62.0
1412,wear_torque_air_temp,class_weights,1,power,0.001,0.01,64,"(128, 64, 32)",relu,lbfgs,0.16,87.0,67.0
1413,wear_torque_air_temp,class_weights,1,power,0.001,0.01,64,"(128, 64, 32)",tanh,adam,0.86,6.0,63.0
1414,wear_torque_air_temp,class_weights,1,power,0.001,0.01,64,"(128, 64, 32)",tanh,sgd,0.85,21.0,63.0
1415,wear_torque_air_temp,class_weights,1,power,0.001,0.01,64,"(128, 64, 32)",tanh,lbfgs,0.21000000000000002,31.0,67.0
1416,wear_torque_air_temp,class_weights,1,power,0.001,0.01,256,"(128, 64, 32)",relu,adam,0.8300000000000001,2.0,65.0
1417,wear_torque_air_temp,class_weights,1,power,0.001,0.01,256,"(128, 64, 32)",relu,sgd,0.81,9.0,60.0
1418,wear_torque_air_temp,class_weights,1,power,0.001,0.01,256,"(128, 64, 32)",relu,lbfgs,0.16,87.0,67.0
1419,wear_torque_air_temp,class_weights,1,power,0.001,0.01,256,"(128, 64, 32)",tanh,adam,0.85,7.0,65.0
1420,wear_torque_air_temp,class_weights,1,power,0.001,0.01,256,"(128, 64, 32)",tanh,sgd,0.8300000000000001,18.0,59.0
1421,wear_torque_air_temp,class_weights,1,power,0.001,0.01,256,"(128, 64, 32)",tanh,lbfgs,0.21000000000000002,31.0,67.0
1422,wear_torque_air_temp,class_weights,1,power,0.01,0.01,16,"(128, 64, 32)",relu,adam,0.78,16.0,64.0
1423,wear_torque_air_temp,class_weights,1,power,0.01,0.01,16,"(128, 64, 32)",relu,sgd,0.76,32.0,58.0
1424,wear_torque_air_temp,class_weights,1,power,0.01,0.01,16,"(128, 64, 32)",relu,lbfgs,0.16,86.0,67.0
1425,wear_torque_air_temp,class_weights,1,power,0.01,0.01,16,"(128, 64, 32)",tanh,adam,0.67,11.0,27.0
1426,wear_torque_air_temp,class_weights,1,power,0.01,0.01,16,"(128, 64, 32)",tanh,sgd,0.68,37.0,62.0
1427,wear_torque_air_temp,class_weights,1,power,0.01,0.01,16,"(128, 64, 32)",tanh,lbfgs,0.21000000000000002,32.0,67.0
1428,wear_torque_air_temp,class_weights,1,power,0.01,0.01,64,"(128, 64, 32)",relu,adam,0.89,5.0,65.0
1429,wear_torque_air_temp,class_weights,1,power,0.01,0.01,64,"(128, 64, 32)",relu,sgd,0.88,13.0,59.0
1430,wear_torque_air_temp,class_weights,1,power,0.01,0.01,64,"(128, 64, 32)",relu,lbfgs,0.16,86.0,67.0
1431,wear_torque_air_temp,class_weights,1,power,0.01,0.01,64,"(128, 64, 32)",tanh,adam,0.87,5.0,50.0
1432,wear_torque_air_temp,class_weights,1,power,0.01,0.01,64,"(128, 64, 32)",tanh,sgd,0.8300000000000001,23.0,70.0
1433,wear_torque_air_temp,class_weights,1,power,0.01,0.01,64,"(128, 64, 32)",tanh,lbfgs,0.21000000000000002,31.0,67.0
1434,wear_torque_air_temp,class_weights,1,power,0.01,0.01,256,"(128, 64, 32)",relu,adam,0.89,2.0,65.0
1435,wear_torque_air_temp,class_weights,1,power,0.01,0.01,256,"(128, 64, 32)",relu,sgd,0.8300000000000001,7.0,61.0
1436,wear_torque_air_temp,class_weights,1,power,0.01,0.01,256,"(128, 64, 32)",relu,lbfgs,0.16,86.0,67.0
1437,wear_torque_air_temp,class_weights,1,power,0.01,0.01,256,"(128, 64, 32)",tanh,adam,0.88,4.0,66.0
1438,wear_torque_air_temp,class_weights,1,power,0.01,0.01,256,"(128, 64, 32)",tanh,sgd,0.74,12.0,53.0
1439,wear_torque_air_temp,class_weights,1,power,0.01,0.01,256,"(128, 64, 32)",tanh,lbfgs,0.21000000000000002,32.0,67.0
1440,wear_torque_air_temp,class_weights,1,power,0.001,0.001,16,"(256, 128, 64, 32)",relu,adam,0.89,31.0,69.0
1441,wear_torque_air_temp,class_weights,1,power,0.001,0.001,16,"(256, 128, 64, 32)",relu,sgd,0.89,59.0,63.0
1442,wear_torque_air_temp,class_weights,1,power,0.001,0.001,16,"(256, 128, 64, 32)",relu,lbfgs,0.04,73.0,64.0
1443,wear_torque_air_temp,class_weights,1,power,0.001,0.001,16,"(256, 128, 64, 32)",tanh,adam,0.89,20.0,54.0
1444,wear_torque_air_temp,class_weights,1,power,0.001,0.001,16,"(256, 128, 64, 32)",tanh,sgd,0.89,81.0,67.0
1445,wear_torque_air_temp,class_weights,1,power,0.001,0.001,16,"(256, 128, 64, 32)",tanh,lbfgs,0.17,38.0,65.0
1446,wear_torque_air_temp,class_weights,1,power,0.001,0.001,64,"(256, 128, 64, 32)",relu,adam,0.88,11.0,66.0
1447,wear_torque_air_temp,class_weights,1,power,0.001,0.001,64,"(256, 128, 64, 32)",relu,sgd,0.89,23.0,61.0
1448,wear_torque_air_temp,class_weights,1,power,0.001,0.001,64,"(256, 128, 64, 32)",relu,lbfgs,0.04,72.0,64.0
1449,wear_torque_air_temp,class_weights,1,power,0.001,0.001,64,"(256, 128, 64, 32)",tanh,adam,0.89,11.0,60.0
1450,wear_torque_air_temp,class_weights,1,power,0.001,0.001,64,"(256, 128, 64, 32)",tanh,sgd,0.89,38.0,57.0
1451,wear_torque_air_temp,class_weights,1,power,0.001,0.001,64,"(256, 128, 64, 32)",tanh,lbfgs,0.17,39.0,65.0
1452,wear_torque_air_temp,class_weights,1,power,0.001,0.001,256,"(256, 128, 64, 32)",relu,adam,0.89,3.0,58.0
1453,wear_torque_air_temp,class_weights,1,power,0.001,0.001,256,"(256, 128, 64, 32)",relu,sgd,0.85,14.0,55.0
1454,wear_torque_air_temp,class_weights,1,power,0.001,0.001,256,"(256, 128, 64, 32)",relu,lbfgs,0.04,74.0,64.0
1455,wear_torque_air_temp,class_weights,1,power,0.001,0.001,256,"(256, 128, 64, 32)",tanh,adam,0.89,9.0,59.0
1456,wear_torque_air_temp,class_weights,1,power,0.001,0.001,256,"(256, 128, 64, 32)",tanh,sgd,0.89,41.0,60.0
1457,wear_torque_air_temp,class_weights,1,power,0.001,0.001,256,"(256, 128, 64, 32)",tanh,lbfgs,0.17,38.0,65.0
1458,wear_torque_air_temp,class_weights,1,power,0.01,0.001,16,"(256, 128, 64, 32)",relu,adam,0.89,24.0,56.0
1459,wear_torque_air_temp,class_weights,1,power,0.01,0.001,16,"(256, 128, 64, 32)",relu,sgd,0.89,74.0,58.0
1460,wear_torque_air_temp,class_weights,1,power,0.01,0.001,16,"(256, 128, 64, 32)",relu,lbfgs,0.04,73.0,64.0
1461,wear_torque_air_temp,class_weights,1,power,0.01,0.001,16,"(256, 128, 64, 32)",tanh,adam,0.7000000000000001,30.0,44.0
1462,wear_torque_air_temp,class_weights,1,power,0.01,0.001,16,"(256, 128, 64, 32)",tanh,sgd,0.8,84.0,66.0
1463,wear_torque_air_temp,class_weights,1,power,0.01,0.001,16,"(256, 128, 64, 32)",tanh,lbfgs,0.17,41.0,65.0
1464,wear_torque_air_temp,class_weights,1,power,0.01,0.001,64,"(256, 128, 64, 32)",relu,adam,0.89,12.0,63.0
1465,wear_torque_air_temp,class_weights,1,power,0.01,0.001,64,"(256, 128, 64, 32)",relu,sgd,0.89,30.0,57.0
1466,wear_torque_air_temp,class_weights,1,power,0.01,0.001,64,"(256, 128, 64, 32)",relu,lbfgs,0.04,75.0,64.0
1467,wear_torque_air_temp,class_weights,1,power,0.01,0.001,64,"(256, 128, 64, 32)",tanh,adam,0.8200000000000001,22.0,53.0
1468,wear_torque_air_temp,class_weights,1,power,0.01,0.001,64,"(256, 128, 64, 32)",tanh,sgd,0.89,39.0,58.0
1469,wear_torque_air_temp,class_weights,1,power,0.01,0.001,64,"(256, 128, 64, 32)",tanh,lbfgs,0.17,37.0,65.0
1470,wear_torque_air_temp,class_weights,1,power,0.01,0.001,256,"(256, 128, 64, 32)",relu,adam,0.89,6.0,55.0
1471,wear_torque_air_temp,class_weights,1,power,0.01,0.001,256,"(256, 128, 64, 32)",relu,sgd,0.89,16.0,65.0
1472,wear_torque_air_temp,class_weights,1,power,0.01,0.001,256,"(256, 128, 64, 32)",relu,lbfgs,0.04,70.0,64.0
1473,wear_torque_air_temp,class_weights,1,power,0.01,0.001,256,"(256, 128, 64, 32)",tanh,adam,0.8200000000000001,7.0,52.0
1474,wear_torque_air_temp,class_weights,1,power,0.01,0.001,256,"(256, 128, 64, 32)",tanh,sgd,0.88,28.0,58.0
1475,wear_torque_air_temp,class_weights,1,power,0.01,0.001,256,"(256, 128, 64, 32)",tanh,lbfgs,0.17,37.0,65.0
1476,wear_torque_air_temp,class_weights,1,power,0.001,0.01,16,"(256, 128, 64, 32)",relu,adam,0.89,27.0,72.0
1477,wear_torque_air_temp,class_weights,1,power,0.001,0.01,16,"(256, 128, 64, 32)",relu,sgd,0.89,59.0,63.0
1478,wear_torque_air_temp,class_weights,1,power,0.001,0.01,16,"(256, 128, 64, 32)",relu,lbfgs,0.06999999999999999,70.0,63.0
1479,wear_torque_air_temp,class_weights,1,power,0.001,0.01,16,"(256, 128, 64, 32)",tanh,adam,0.89,29.0,53.0
1480,wear_torque_air_temp,class_weights,1,power,0.001,0.01,16,"(256, 128, 64, 32)",tanh,sgd,0.89,81.0,66.0
1481,wear_torque_air_temp,class_weights,1,power,0.001,0.01,16,"(256, 128, 64, 32)",tanh,lbfgs,0.12,37.0,66.0
1482,wear_torque_air_temp,class_weights,1,power,0.001,0.01,64,"(256, 128, 64, 32)",relu,adam,0.88,9.0,63.0
1483,wear_torque_air_temp,class_weights,1,power,0.001,0.01,64,"(256, 128, 64, 32)",relu,sgd,0.89,23.0,61.0
1484,wear_torque_air_temp,class_weights,1,power,0.001,0.01,64,"(256, 128, 64, 32)",relu,lbfgs,0.06999999999999999,71.0,63.0
1485,wear_torque_air_temp,class_weights,1,power,0.001,0.01,64,"(256, 128, 64, 32)",tanh,adam,0.89,13.0,51.0
1486,wear_torque_air_temp,class_weights,1,power,0.001,0.01,64,"(256, 128, 64, 32)",tanh,sgd,0.89,38.0,57.0
1487,wear_torque_air_temp,class_weights,1,power,0.001,0.01,64,"(256, 128, 64, 32)",tanh,lbfgs,0.12,38.0,66.0
1488,wear_torque_air_temp,class_weights,1,power,0.001,0.01,256,"(256, 128, 64, 32)",relu,adam,0.89,4.0,61.0
1489,wear_torque_air_temp,class_weights,1,power,0.001,0.01,256,"(256, 128, 64, 32)",relu,sgd,0.85,14.0,55.0
1490,wear_torque_air_temp,class_weights,1,power,0.001,0.01,256,"(256, 128, 64, 32)",relu,lbfgs,0.06999999999999999,70.0,63.0
1491,wear_torque_air_temp,class_weights,1,power,0.001,0.01,256,"(256, 128, 64, 32)",tanh,adam,0.89,9.0,58.0
1492,wear_torque_air_temp,class_weights,1,power,0.001,0.01,256,"(256, 128, 64, 32)",tanh,sgd,0.89,41.0,60.0
1493,wear_torque_air_temp,class_weights,1,power,0.001,0.01,256,"(256, 128, 64, 32)",tanh,lbfgs,0.12,37.0,66.0
1494,wear_torque_air_temp,class_weights,1,power,0.01,0.01,16,"(256, 128, 64, 32)",relu,adam,0.86,31.0,63.0
1495,wear_torque_air_temp,class_weights,1,power,0.01,0.01,16,"(256, 128, 64, 32)",relu,sgd,0.89,75.0,52.0
1496,wear_torque_air_temp,class_weights,1,power,0.01,0.01,16,"(256, 128, 64, 32)",relu,lbfgs,0.06999999999999999,71.0,63.0
1497,wear_torque_air_temp,class_weights,1,power,0.01,0.01,16,"(256, 128, 64, 32)",tanh,adam,0.64,22.0,40.0
1498,wear_torque_air_temp,class_weights,1,power,0.01,0.01,16,"(256, 128, 64, 32)",tanh,sgd,0.89,98.0,56.0
1499,wear_torque_air_temp,class_weights,1,power,0.01,0.01,16,"(256, 128, 64, 32)",tanh,lbfgs,0.12,34.0,66.0
1500,wear_torque_air_temp,class_weights,1,power,0.01,0.01,64,"(256, 128, 64, 32)",relu,adam,0.88,7.0,65.0
1501,wear_torque_air_temp,class_weights,1,power,0.01,0.01,64,"(256, 128, 64, 32)",relu,sgd,0.89,26.0,64.0
1502,wear_torque_air_temp,class_weights,1,power,0.01,0.01,64,"(256, 128, 64, 32)",relu,lbfgs,0.06999999999999999,71.0,63.0
1503,wear_torque_air_temp,class_weights,1,power,0.01,0.01,64,"(256, 128, 64, 32)",tanh,adam,0.89,17.0,51.0
1504,wear_torque_air_temp,class_weights,1,power,0.01,0.01,64,"(256, 128, 64, 32)",tanh,sgd,0.88,39.0,57.0
1505,wear_torque_air_temp,class_weights,1,power,0.01,0.01,64,"(256, 128, 64, 32)",tanh,lbfgs,0.12,37.0,66.0
1506,wear_torque_air_temp,class_weights,1,power,0.01,0.01,256,"(256, 128, 64, 32)",relu,adam,0.89,4.0,54.0
1507,wear_torque_air_temp,class_weights,1,power,0.01,0.01,256,"(256, 128, 64, 32)",relu,sgd,0.89,14.0,60.0
1508,wear_torque_air_temp,class_weights,1,power,0.01,0.01,256,"(256, 128, 64, 32)",relu,lbfgs,0.06999999999999999,71.0,63.0
1509,wear_torque_air_temp,class_weights,1,power,0.01,0.01,256,"(256, 128, 64, 32)",tanh,adam,0.89,8.0,41.0
1510,wear_torque_air_temp,class_weights,1,power,0.01,0.01,256,"(256, 128, 64, 32)",tanh,sgd,0.87,28.0,57.0
1511,wear_torque_air_temp,class_weights,1,power,0.01,0.01,256,"(256, 128, 64, 32)",tanh,lbfgs,0.12,35.0,66.0
1512,wear_torque_air_temp,class_weights,1.5,power,0.001,0.001,16,"(16, 8)",relu,adam,0.8200000000000001,7.0,69.0
1513,wear_torque_air_temp,class_weights,1.5,power,0.001,0.001,16,"(16, 8)",relu,sgd,0.78,17.0,63.0
1514,wear_torque_air_temp,class_weights,1.5,power,0.001,0.001,16,"(16, 8)",relu,lbfgs,0.89,3.0,65.0
1515,wear_torque_air_temp,class_weights,1.5,power,0.001,0.001,16,"(16, 8)",tanh,adam,0.8200000000000001,7.0,58.0
1516,wear_torque_air_temp,class_weights,1.5,power,0.001,0.001,16,"(16, 8)",tanh,sgd,0.86,17.0,59.0
1517,wear_torque_air_temp,class_weights,1.5,power,0.001,0.001,16,"(16, 8)",tanh,lbfgs,0.72,7.0,63.0
1518,wear_torque_air_temp,class_weights,1.5,power,0.001,0.001,64,"(16, 8)",relu,adam,0.85,2.0,67.0
1519,wear_torque_air_temp,class_weights,1.5,power,0.001,0.001,64,"(16, 8)",relu,sgd,0.87,6.0,56.0
1520,wear_torque_air_temp,class_weights,1.5,power,0.001,0.001,64,"(16, 8)",relu,lbfgs,0.89,3.0,65.0
1521,wear_torque_air_temp,class_weights,1.5,power,0.001,0.001,64,"(16, 8)",tanh,adam,0.88,3.0,53.0
1522,wear_torque_air_temp,class_weights,1.5,power,0.001,0.001,64,"(16, 8)",tanh,sgd,0.89,7.0,55.0
1523,wear_torque_air_temp,class_weights,1.5,power,0.001,0.001,64,"(16, 8)",tanh,lbfgs,0.72,7.0,63.0
1524,wear_torque_air_temp,class_weights,1.5,power,0.001,0.001,256,"(16, 8)",relu,adam,0.88,2.0,62.0
1525,wear_torque_air_temp,class_weights,1.5,power,0.001,0.001,256,"(16, 8)",relu,sgd,0.86,3.0,50.0
1526,wear_torque_air_temp,class_weights,1.5,power,0.001,0.001,256,"(16, 8)",relu,lbfgs,0.89,3.0,65.0
1527,wear_torque_air_temp,class_weights,1.5,power,0.001,0.001,256,"(16, 8)",tanh,adam,0.86,3.0,54.0
1528,wear_torque_air_temp,class_weights,1.5,power,0.001,0.001,256,"(16, 8)",tanh,sgd,0.85,2.0,30.0
1529,wear_torque_air_temp,class_weights,1.5,power,0.001,0.001,256,"(16, 8)",tanh,lbfgs,0.72,7.0,63.0
1530,wear_torque_air_temp,class_weights,1.5,power,0.01,0.001,16,"(16, 8)",relu,adam,0.77,4.0,61.0
1531,wear_torque_air_temp,class_weights,1.5,power,0.01,0.001,16,"(16, 8)",relu,sgd,0.88,18.0,74.0
1532,wear_torque_air_temp,class_weights,1.5,power,0.01,0.001,16,"(16, 8)",relu,lbfgs,0.89,3.0,65.0
1533,wear_torque_air_temp,class_weights,1.5,power,0.01,0.001,16,"(16, 8)",tanh,adam,0.8200000000000001,7.0,61.0
1534,wear_torque_air_temp,class_weights,1.5,power,0.01,0.001,16,"(16, 8)",tanh,sgd,0.8,16.0,56.0
1535,wear_torque_air_temp,class_weights,1.5,power,0.01,0.001,16,"(16, 8)",tanh,lbfgs,0.72,7.0,63.0
1536,wear_torque_air_temp,class_weights,1.5,power,0.01,0.001,64,"(16, 8)",relu,adam,0.85,1.0,62.0
1537,wear_torque_air_temp,class_weights,1.5,power,0.01,0.001,64,"(16, 8)",relu,sgd,0.89,5.0,63.0
1538,wear_torque_air_temp,class_weights,1.5,power,0.01,0.001,64,"(16, 8)",relu,lbfgs,0.89,3.0,65.0
1539,wear_torque_air_temp,class_weights,1.5,power,0.01,0.001,64,"(16, 8)",tanh,adam,0.89,1.0,49.0
1540,wear_torque_air_temp,class_weights,1.5,power,0.01,0.001,64,"(16, 8)",tanh,sgd,0.89,6.0,61.0
1541,wear_torque_air_temp,class_weights,1.5,power,0.01,0.001,64,"(16, 8)",tanh,lbfgs,0.72,7.0,63.0
1542,wear_torque_air_temp,class_weights,1.5,power,0.01,0.001,256,"(16, 8)",relu,adam,0.89,1.0,68.0
1543,wear_torque_air_temp,class_weights,1.5,power,0.01,0.001,256,"(16, 8)",relu,sgd,0.89,2.0,56.0
1544,wear_torque_air_temp,class_weights,1.5,power,0.01,0.001,256,"(16, 8)",relu,lbfgs,0.89,3.0,65.0
1545,wear_torque_air_temp,class_weights,1.5,power,0.01,0.001,256,"(16, 8)",tanh,adam,0.89,1.0,51.0
1546,wear_torque_air_temp,class_weights,1.5,power,0.01,0.001,256,"(16, 8)",tanh,sgd,0.89,2.0,50.0
1547,wear_torque_air_temp,class_weights,1.5,power,0.01,0.001,256,"(16, 8)",tanh,lbfgs,0.72,7.0,63.0
1548,wear_torque_air_temp,class_weights,1.5,power,0.001,0.01,16,"(16, 8)",relu,adam,0.78,9.0,66.0
1549,wear_torque_air_temp,class_weights,1.5,power,0.001,0.01,16,"(16, 8)",relu,sgd,0.72,16.0,60.0
1550,wear_torque_air_temp,class_weights,1.5,power,0.001,0.01,16,"(16, 8)",relu,lbfgs,0.89,4.0,69.0
1551,wear_torque_air_temp,class_weights,1.5,power,0.001,0.01,16,"(16, 8)",tanh,adam,0.7000000000000001,6.0,56.0
1552,wear_torque_air_temp,class_weights,1.5,power,0.001,0.01,16,"(16, 8)",tanh,sgd,0.81,22.0,61.0
1553,wear_torque_air_temp,class_weights,1.5,power,0.001,0.01,16,"(16, 8)",tanh,lbfgs,0.78,7.0,64.0
1554,wear_torque_air_temp,class_weights,1.5,power,0.001,0.01,64,"(16, 8)",relu,adam,0.85,2.0,66.0
1555,wear_torque_air_temp,class_weights,1.5,power,0.001,0.01,64,"(16, 8)",relu,sgd,0.85,6.0,56.0
1556,wear_torque_air_temp,class_weights,1.5,power,0.001,0.01,64,"(16, 8)",relu,lbfgs,0.89,4.0,69.0
1557,wear_torque_air_temp,class_weights,1.5,power,0.001,0.01,64,"(16, 8)",tanh,adam,0.88,3.0,53.0
1558,wear_torque_air_temp,class_weights,1.5,power,0.001,0.01,64,"(16, 8)",tanh,sgd,0.89,7.0,54.0
1559,wear_torque_air_temp,class_weights,1.5,power,0.001,0.01,64,"(16, 8)",tanh,lbfgs,0.78,7.0,64.0
1560,wear_torque_air_temp,class_weights,1.5,power,0.001,0.01,256,"(16, 8)",relu,adam,0.89,2.0,64.0
1561,wear_torque_air_temp,class_weights,1.5,power,0.001,0.01,256,"(16, 8)",relu,sgd,0.87,3.0,51.0
1562,wear_torque_air_temp,class_weights,1.5,power,0.001,0.01,256,"(16, 8)",relu,lbfgs,0.89,4.0,69.0
1563,wear_torque_air_temp,class_weights,1.5,power,0.001,0.01,256,"(16, 8)",tanh,adam,0.86,3.0,54.0
1564,wear_torque_air_temp,class_weights,1.5,power,0.001,0.01,256,"(16, 8)",tanh,sgd,0.85,2.0,30.0
1565,wear_torque_air_temp,class_weights,1.5,power,0.001,0.01,256,"(16, 8)",tanh,lbfgs,0.78,7.0,64.0
1566,wear_torque_air_temp,class_weights,1.5,power,0.01,0.01,16,"(16, 8)",relu,adam,0.74,7.0,70.0
1567,wear_torque_air_temp,class_weights,1.5,power,0.01,0.01,16,"(16, 8)",relu,sgd,0.81,19.0,77.0
1568,wear_torque_air_temp,class_weights,1.5,power,0.01,0.01,16,"(16, 8)",relu,lbfgs,0.89,4.0,69.0
1569,wear_torque_air_temp,class_weights,1.5,power,0.01,0.01,16,"(16, 8)",tanh,adam,0.8,7.0,60.0
1570,wear_torque_air_temp,class_weights,1.5,power,0.01,0.01,16,"(16, 8)",tanh,sgd,0.8300000000000001,18.0,68.0
1571,wear_torque_air_temp,class_weights,1.5,power,0.01,0.01,16,"(16, 8)",tanh,lbfgs,0.78,7.0,64.0
1572,wear_torque_air_temp,class_weights,1.5,power,0.01,0.01,64,"(16, 8)",relu,adam,0.8200000000000001,2.0,59.0
1573,wear_torque_air_temp,class_weights,1.5,power,0.01,0.01,64,"(16, 8)",relu,sgd,0.89,5.0,65.0
1574,wear_torque_air_temp,class_weights,1.5,power,0.01,0.01,64,"(16, 8)",relu,lbfgs,0.89,4.0,69.0
1575,wear_torque_air_temp,class_weights,1.5,power,0.01,0.01,64,"(16, 8)",tanh,adam,0.87,2.0,57.0
1576,wear_torque_air_temp,class_weights,1.5,power,0.01,0.01,64,"(16, 8)",tanh,sgd,0.89,6.0,61.0
1577,wear_torque_air_temp,class_weights,1.5,power,0.01,0.01,64,"(16, 8)",tanh,lbfgs,0.78,7.0,64.0
1578,wear_torque_air_temp,class_weights,1.5,power,0.01,0.01,256,"(16, 8)",relu,adam,0.89,1.0,64.0
